# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "3" "-t" "gene" "-g" "ID" "-a" "../Reference_Data/PlasmoDB-41_Pfalciparum3D7.gff" "-o" "vehicle_drug_feature_counts.txt" "-p" "vehicle_rep1.bam" "vehicle_rep2.bam" "drug_rep1.bam" "drug_rep2.bam" 
Geneid	Chr	Start	End	Strand	Length	vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_1306600	Pf3D7_13_v3	315042	316784	-	1743	95	112	92	116
PF3D7_1038900	Pf3D7_10_v3	1562809	1563888	+	1080	34	42	102	146
PF3D7_0310900	Pf3D7_03_v3	466085	468445	+	2361	78	84	76	95
PF3D7_0800300	Pf3D7_08_v3	40948	50939	+	9992	3	0	1	3
PF3D7_0528300	Pf3D7_05_v3	1166520	1168010	-	1491	29	29	14	13
PF3D7_1475300	Pf3D7_14_v3	3085496	3086182	+	687	189	218	124	124
PF3D7_1370100	Pf3D7_13_v3	2783150	2783221	-	72	0	0	0	0
PF3D7_1404200	Pf3D7_14_v3	147961	148415	+	455	3	1	5	8
PF3D7_1363400	Pf3D7_13_v3	2543644	2546483	-	2840	219	214	191	225
PF3D7_1238100	Pf3D7_12_v3	1583909	1584595	-	687	601	385	353	496
PF3D7_1133500	Pf3D7_11_v3	1296801	1298199	+	1399	37	37	13	18
PF3D7_0925600	Pf3D7_09_v3	1027094	1027704	+	611	52	71	62	95
PF3D7_0614400	Pf3D7_06_v3	604573	605340	+	768	156	153	109	138
PF3D7_1421300	Pf3D7_14_v3	877441	881450	-	4010	20	14	7	6
PF3D7_API00400	Pf3D7_API_v3	809	844	+	36	0	0	0	0
PF3D7_1149500	Pf3D7_11_v3	1991359	1994018	-	2660	0	0	22	34
PF3D7_1444100	Pf3D7_14_v3	1801961	1825326	-	23366	35	19	24	35
PF3D7_0935300	Pf3D7_09_v3	1373018	1373722	+	705	65	76	39	39
PF3D7_0400500	Pf3D7_04_v3	59636	60939	+	1304	0	0	11	11
PF3D7_1351000	Pf3D7_13_v3	2033838	2039882	+	6045	105	60	185	249
PF3D7_1104000	Pf3D7_11_v3	175608	177778	-	2171	374	325	282	302
PF3D7_1129200	Pf3D7_11_v3	1128774	1130813	+	2040	925	1163	847	967
PF3D7_0114100	Pf3D7_01_v3	547597	548380	-	784	198	81	75	117
PF3D7_1323300	Pf3D7_13_v3	970278	971336	+	1059	143	167	69	92
PF3D7_0104600	Pf3D7_01_v3	206170	210189	+	4020	14	8	2	11
PF3D7_0406800	Pf3D7_04_v3	351527	352983	-	1457	136	156	190	210
PF3D7_0725800	Pf3D7_07_v3	1086213	1086371	+	159	0	0	0	0
PF3D7_1316100	Pf3D7_13_v3	673717	678522	+	4806	33	33	49	58
PF3D7_1369800	Pf3D7_13_v3	2780354	2780427	+	74	0	0	0	0
PF3D7_0115300	Pf3D7_01_v3	595102	596273	+	1172	0	1	0	1
PF3D7_0621400	Pf3D7_06_v3	878790	880784	+	1995	13	53	28	32
PF3D7_0211100	Pf3D7_02_v3	451751	455116	+	3366	10	6	2	4
PF3D7_1210500	Pf3D7_12_v3	470229	471545	+	1317	3	2	0	2
PF3D7_1010000	Pf3D7_10_v3	401876	402711	-	836	114	135	32	34
PF3D7_0417400	Pf3D7_04_v3	756294	776603	+	20310	345	264	375	474
PF3D7_0613000	Pf3D7_06_v3	533907	535364	-	1458	506	484	312	367
PF3D7_1024200	Pf3D7_10_v3	1021292	1021774	-	483	32	50	35	39
PF3D7_0418000	Pf3D7_04_v3	793827	810070	+	16244	33	10	19	26
PF3D7_1235100	Pf3D7_12_v3	1462209	1462602	-	394	25	33	61	80
PF3D7_1462600	Pf3D7_14_v3	2550692	2552432	+	1741	0	0	1	0
PF3D7_1024500	Pf3D7_10_v3	1026120	1026914	+	795	95	150	129	115
PF3D7_0112600	Pf3D7_01_v3	476429	477278	+	850	0	0	0	0
PF3D7_1431800	Pf3D7_14_v3	1249328	1252167	+	2840	91	85	71	73
PF3D7_1470200	Pf3D7_14_v3	2877586	2878748	-	1163	32	27	32	42
PF3D7_1014200	Pf3D7_10_v3	560538	563353	+	2816	2	4	3	2
PF3D7_1325300	Pf3D7_13_v3	1050915	1051319	+	405	6	12	1	2
PF3D7_1352100	Pf3D7_13_v3	2076078	2079227	-	3150	41	35	45	60
PF3D7_1347200	Pf3D7_13_v3	1889853	1891121	-	1269	7200	11132	3084	3365
PF3D7_1407300	Pf3D7_14_v3	264403	267074	+	2672	540	433	643	720
PF3D7_0814300	Pf3D7_08_v3	690541	694143	-	3603	107	73	101	132
PF3D7_0403900	Pf3D7_04_v3	219087	222838	+	3752	20	41	60	57
PF3D7_1007300	Pf3D7_10_v3	293850	295999	+	2150	24	33	9	13
malmito_rna_RNA11	Pf_M76611	5284	5340	-	57	2	1	1	2
PF3D7_1106100	Pf3D7_11_v3	258779	259981	+	1203	113	181	169	168
PF3D7_1247500	Pf3D7_12_v3	1959612	1962341	+	2730	107	132	221	215
PF3D7_1226500	Pf3D7_12_v3	1072459	1076976	+	4518	63	65	52	63
PF3D7_0318000	Pf3D7_03_v3	742191	742799	+	609	0	2	2	1
PF3D7_0408500	Pf3D7_04_v3	408679	410697	-	2019	302	273	474	405
PF3D7_0219500	Pf3D7_02_v3	776828	778065	-	1238	172	240	240	257
PF3D7_1115500	Pf3D7_11_v3	588169	589400	+	1232	370	522	301	294
PF3D7_1432700	Pf3D7_14_v3	1290468	1291459	-	992	258	253	252	277
PF3D7_0115000	Pf3D7_01_v3	577704	583789	+	6086	0	2	16	31
PF3D7_1410700	Pf3D7_14_v3	429690	430861	-	1172	277	366	322	328
PF3D7_0217500	Pf3D7_02_v3	720437	722661	+	2225	171	262	190	209
PF3D7_1416200	Pf3D7_14_v3	650503	657345	-	6843	122	81	111	137
PF3D7_1313800	Pf3D7_13_v3	588800	599198	-	10399	83	48	78	99
PF3D7_1319200	Pf3D7_13_v3	792381	794987	-	2607	6	7	6	16
PF3D7_0831900	Pf3D7_08_v3	1380834	1381835	+	1002	2	2	0	4
PF3D7_1344700	Pf3D7_13_v3	1791032	1794766	-	3735	14	18	13	18
PF3D7_1478100	Pf3D7_14_v3	3216399	3217296	-	898	16	9	14	13
malmito_rna_24	Pf_M76611	226	262	-	37	0	0	0	0
PF3D7_0113800	Pf3D7_01_v3	527107	536351	+	9245	2	3	0	3
PF3D7_1204600	Pf3D7_12_v3	213211	214191	+	981	72	80	68	84
PF3D7_0832700	Pf3D7_08_v3	1408571	1409356	+	786	0	0	0	0
PF3D7_0621500	Pf3D7_06_v3	881963	882994	+	1032	31	37	24	29
PF3D7_1411300	Pf3D7_14_v3	458796	460962	+	2167	146	129	164	225
PF3D7_1333300	Pf3D7_13_v3	1368081	1368716	-	636	192	182	120	152
PF3D7_0800200	Pf3D7_08_v3	29700	39033	-	9334	1	2	1	1
PF3D7_1244400	Pf3D7_12_v3	1859656	1863846	+	4191	304	257	269	328
PF3D7_1337300	Pf3D7_13_v3	1503015	1506022	+	3008	185	164	114	155
PF3D7_1239900	Pf3D7_12_v3	1678438	1681536	-	3099	132	141	118	132
PF3D7_0934200	Pf3D7_09_v3	1346858	1347295	-	438	54	46	14	16
PF3D7_0614100	Pf3D7_06_v3	589457	592264	-	2808	19	11	24	16
PF3D7_1307000	Pf3D7_13_v3	325215	326371	-	1157	180	141	207	313
PF3D7_0603100	Pf3D7_06_v3	125458	126816	-	1359	66	58	41	52
PF3D7_0306100	Pf3D7_03_v3	288637	290747	-	2111	133	149	141	181
PF3D7_1136400	Pf3D7_11_v3	1427011	1429671	-	2661	191	173	130	165
PF3D7_1013400	Pf3D7_10_v3	518542	522252	-	3711	17	13	39	52
PF3D7_0417300	Pf3D7_04_v3	750860	753712	-	2853	261	266	243	331
PF3D7_0113900	Pf3D7_01_v3	537109	538025	-	917	11	12	71	60
PF3D7_1462100	Pf3D7_14_v3	2519205	2523209	-	4005	24	30	16	21
PF3D7_0319300	Pf3D7_03_v3	807277	807859	+	583	127	177	132	120
PF3D7_1364300	Pf3D7_13_v3	2579159	2582614	-	3456	189	191	207	229
PF3D7_1333200	Pf3D7_13_v3	1362093	1367609	+	5517	217	167	100	114
PF3D7_1246300	Pf3D7_12_v3	1925642	1929438	+	3797	187	179	368	452
PF3D7_0932400	Pf3D7_09_v3	1292117	1293643	-	1527	182	199	219	241
PF3D7_1439900	Pf3D7_14_v3	1622576	1623612	+	1037	2580	2091	1017	1250
PF3D7_1205700	Pf3D7_12_v3	253155	254123	+	969	53	49	28	28
PF3D7_1236500	Pf3D7_12_v3	1525407	1526216	-	810	1	1	3	0
PF3D7_1112700	Pf3D7_11_v3	481851	485831	+	3981	32	18	14	15
PF3D7_1145400	Pf3D7_11_v3	1800544	1803550	-	3007	691	722	1162	1160
PF3D7_1406300	Pf3D7_14_v3	228410	229837	+	1428	246	160	127	163
PF3D7_0501700	Pf3D7_05_v3	86820	89201	-	2382	1	5	1	2
PF3D7_1327200	Pf3D7_13_v3	1143157	1143915	+	759	61	65	69	102
PF3D7_1359500	Pf3D7_13_v3	2364426	2365235	+	810	4	7	5	11
PF3D7_1241600	Pf3D7_12_v3	1774901	1776582	+	1682	103	73	158	160
PF3D7_0108300	Pf3D7_01_v3	337168	343833	+	6666	833	574	729	1006
PF3D7_0625200	Pf3D7_06_v3	1025179	1026336	+	1158	29	29	43	59
PF3D7_1427800	Pf3D7_14_v3	1088362	1089102	-	741	123	115	102	129
PF3D7_1145900	Pf3D7_11_v3	1818594	1820743	+	2150	44	43	29	39
PF3D7_0730100	Pf3D7_07_v3	1282913	1285519	+	2607	34	24	41	57
PF3D7_0709300	Pf3D7_07_v3	413560	421749	-	8190	117	65	59	68
PF3D7_0204400	Pf3D7_02_v3	197219	198043	-	825	25	19	10	16
PF3D7_1130600	Pf3D7_11_v3	1176441	1179705	+	3265	79	67	35	43
PF3D7_0605800	Pf3D7_06_v3	237811	244521	-	6711	253	197	226	258
PF3D7_1022800	Pf3D7_10_v3	955883	958357	+	2475	208	166	260	318
PF3D7_1205800	Pf3D7_12_v3	256367	263731	+	7365	570	440	453	587
PF3D7_0710800	Pf3D7_07_v3	482701	483831	-	1131	190	254	291	285
PF3D7_1312500	Pf3D7_13_v3	526863	527060	-	198	10	15	82	112
PF3D7_0501100	Pf3D7_05_v3	58037	59726	-	1690	184	158	313	343
PF3D7_0310700	Pf3D7_03_v3	463326	464274	+	949	138	150	147	145
PF3D7_0103000	Pf3D7_01_v3	132086	133624	-	1539	56	57	25	51
PF3D7_0802900	Pf3D7_08_v3	195148	195678	-	531	38	39	21	22
PF3D7_0825000	Pf3D7_08_v3	1086048	1091248	+	5201	68	73	75	103
PF3D7_1225100	Pf3D7_12_v3	1018506	1024008	+	5503	39	42	37	59
PF3D7_0811800	Pf3D7_08_v3	593649	595412	-	1764	39	26	4	7
PF3D7_1248800	Pf3D7_12_v3	2001987	2002271	+	285	3	4	3	3
PF3D7_0611000	Pf3D7_06_v3	463564	464676	-	1113	95	108	80	86
PF3D7_0525400	Pf3D7_05_v3	1057651	1059054	+	1404	46	58	57	62
PF3D7_0415800	Pf3D7_04_v3	693906	696533	+	2628	9	15	14	8
PF3D7_1478700	Pf3D7_14_v3	3239145	3240473	-	1329	27	14	6	7
PF3D7_0924800	Pf3D7_09_v3	1009063	1009755	+	693	2	5	4	3
PF3D7_1220700	Pf3D7_12_v3	822958	827712	-	4755	0	0	2	0
PF3D7_1128000	Pf3D7_11_v3	1087314	1093105	+	5792	162	174	158	187
PF3D7_0204100	Pf3D7_02_v3	182228	189115	-	6888	223	142	177	281
PF3D7_0528800	Pf3D7_05_v3	1180425	1182038	-	1614	70	48	35	51
PF3D7_1219100	Pf3D7_12_v3	757649	763642	+	5994	572	398	304	382
PF3D7_1149200	Pf3D7_11_v3	1976407	1979804	+	3398	12	19	122	172
PF3D7_API06500	Pf3D7_API_v3	31251	31321	+	71	0	0	0	0
PF3D7_1345800	Pf3D7_13_v3	1831842	1834991	+	3150	228	208	192	252
PF3D7_0515700	Pf3D7_05_v3	653966	655336	-	1371	1554	2231	1888	1764
PF3D7_1446700	Pf3D7_14_v3	1919583	1921645	-	2063	206	194	187	199
PF3D7_0929700	Pf3D7_09_v3	1185107	1186159	-	1053	36	30	6	12
PF3D7_0524800	Pf3D7_05_v3	1021408	1024307	-	2900	62	44	51	55
PF3D7_1451700	Pf3D7_14_v3	2118947	2120280	-	1334	224	280	242	284
PF3D7_1431700	Pf3D7_14_v3	1247030	1247950	+	921	1616	2105	620	758
PF3D7_1237800	Pf3D7_12_v3	1575197	1575518	+	322	11	21	30	25
PF3D7_0200300	Pf3D7_02_v3	35927	37249	-	1323	1	0	0	0
mal_rna_12	Pf_M76611	4586	4618	-	33	0	0	0	0
PF3D7_1309700	Pf3D7_13_v3	440265	445283	+	5019	77	99	91	103
PF3D7_0109950	Pf3D7_01_v3	386708	387940	+	1233	90	81	70	101
PF3D7_0814700	Pf3D7_08_v3	706076	706996	+	921	2	3	1	2
PF3D7_1028400	Pf3D7_10_v3	1169940	1171391	+	1452	167	125	137	185
PF3D7_1349200	Pf3D7_13_v3	1971890	1974481	-	2592	362	311	271	305
PF3D7_1436500	Pf3D7_14_v3	1488706	1490001	+	1296	65	64	29	43
PF3D7_0907800	Pf3D7_09_v3	366925	367500	+	576	208	297	167	189
PF3D7_0822700	Pf3D7_08_v3	1000981	1003755	-	2775	14	12	12	18
PF3D7_1248500	Pf3D7_12_v3	1983480	1984349	-	870	2140	2613	1596	1665
PF3D7_0728400	Pf3D7_07_v3	1215174	1215763	+	590	53	65	31	34
PF3D7_1414800	Pf3D7_14_v3	599763	600680	-	918	356	462	305	334
PF3D7_0425200	Pf3D7_04_v3	1136586	1137385	+	800	2	5	34	39
PF3D7_0103400	Pf3D7_01_v3	147915	152777	-	4863	258	165	280	361
PF3D7_1338900	Pf3D7_13_v3	1568374	1571169	-	2796	237	332	217	232
PF3D7_0927800	Pf3D7_09_v3	1128871	1129940	+	1070	317	461	446	389
PF3D7_0824500	Pf3D7_08_v3	1066154	1067472	+	1319	248	338	275	396
PF3D7_1368900	Pf3D7_13_v3	2739350	2740998	+	1649	490	578	442	450
PF3D7_0817300	Pf3D7_08_v3	782909	789616	-	6708	77	57	366	434
PF3D7_1127600	Pf3D7_11_v3	1071752	1073813	+	2062	201	261	384	419
PF3D7_1452000	Pf3D7_14_v3	2134298	2140867	+	6570	115	120	115	121
PF3D7_1133200	Pf3D7_11_v3	1281284	1287633	-	6350	830	662	894	1048
PF3D7_0907000	Pf3D7_09_v3	337564	337920	+	357	71	112	77	71
PF3D7_1220400	Pf3D7_12_v3	816909	818468	+	1560	52	47	36	66
PF3D7_1310800	Pf3D7_13_v3	470595	475002	-	4408	143	122	230	261
PF3D7_1373300	Pf3D7_13_v3	2877908	2879141	+	1234	0	0	0	0
PF3D7_0320100	Pf3D7_03_v3	840362	841758	+	1397	194	350	255	277
PF3D7_0718800	Pf3D7_07_v3	833630	835051	-	1422	2	2	2	2
PF3D7_1369600	Pf3D7_13_v3	2774191	2776884	-	2694	70	61	98	108
PF3D7_0908500	Pf3D7_09_v3	389605	397843	-	8239	42	34	37	53
PF3D7_1357200	Pf3D7_13_v3	2271537	2274083	+	2547	166	149	83	105
PF3D7_0102600	Pf3D7_01_v3	119041	121249	-	2209	8	11	221	281
PF3D7_0520600	Pf3D7_05_v3	843586	844817	-	1232	265	298	273	269
PF3D7_API05700	Pf3D7_API_v3	27421	28846	+	1426	0	0	0	0
PF3D7_0817600	Pf3D7_08_v3	800920	804034	-	3115	187	260	167	204
PF3D7_1424100	Pf3D7_14_v3	973853	975543	-	1691	3024	3346	1479	1629
PF3D7_1449500	Pf3D7_14_v3	2031087	2033397	+	2311	119	97	223	282
PF3D7_1001400	Pf3D7_10_v3	74661	77572	-	2912	33	11	180	256
PF3D7_1370800	Pf3D7_13_v3	2796119	2797144	+	1026	133	252	938	1059
PF3D7_1002500	Pf3D7_10_v3	123770	124882	-	1113	301	388	265	297
PF3D7_0202100	Pf3D7_02_v3	109564	110580	-	1017	0	0	0	0
PF3D7_0921600	Pf3D7_09_v3	878004	883117	+	5114	83	61	83	125
PF3D7_0320600	Pf3D7_03_v3	862741	863832	-	1092	41	51	19	28
PF3D7_API00300	Pf3D7_API_v3	733	803	+	71	0	0	0	0
PF3D7_1239100	Pf3D7_12_v3	1626773	1627928	+	1156	170	329	255	277
PF3D7_0320300	Pf3D7_03_v3	845713	847320	+	1608	1437	1261	845	1067
PF3D7_1117000	Pf3D7_11_v3	646922	651343	-	4422	47	104	14	19
PF3D7_1311300	Pf3D7_13_v3	484205	485463	+	1259	146	178	146	160
PF3D7_0606900	Pf3D7_06_v3	290426	291085	-	660	176	153	100	104
PF3D7_0530900	Pf3D7_05_v3	1257723	1265750	-	8028	49	34	38	56
PF3D7_0903600	Pf3D7_09_v3	168493	172887	+	4395	54	34	115	168
PF3D7_1319700	Pf3D7_13_v3	815822	818398	-	2577	48	45	51	58
PF3D7_0916100	Pf3D7_09_v3	674068	675157	+	1090	66	86	78	72
PF3D7_1461300	Pf3D7_14_v3	2492166	2492369	+	204	524	494	305	305
PF3D7_0822200	Pf3D7_08_v3	982570	987696	+	5127	35	35	10	18
PF3D7_1029200	Pf3D7_10_v3	1195677	1197344	+	1668	31	19	16	18
PF3D7_1366400	Pf3D7_13_v3	2655277	2659065	-	3789	402	292	297	367
PF3D7_1130900	Pf3D7_11_v3	1190123	1194335	+	4213	51	61	44	64
PF3D7_0909900	Pf3D7_09_v3	447928	452049	+	4122	223	174	228	253
PF3D7_1317000	Pf3D7_13_v3	708346	710268	+	1923	225	262	418	426
PF3D7_1328600	Pf3D7_13_v3	1209744	1211772	-	2029	23	13	8	9
PF3D7_0223500	Pf3D7_02_v3	916352	923648	-	7297	3	9	5	1
PF3D7_0309200	Pf3D7_03_v3	389137	394604	-	5468	233	241	381	558
PF3D7_1022600	Pf3D7_10_v3	948477	951152	+	2676	81	72	83	159
PF3D7_0210700	Pf3D7_02_v3	436050	436994	+	945	20	22	22	18
PF3D7_1233800	Pf3D7_12_v3	1405182	1405968	-	787	321	450	262	258
PF3D7_1121400	Pf3D7_11_v3	810210	812290	+	2081	3	14	3	3
PF3D7_1415900	Pf3D7_14_v3	642071	642735	-	665	73	110	78	107
PF3D7_1466500	Pf3D7_14_v3	2725225	2726281	+	1057	4	6	4	1
PF3D7_0530700	Pf3D7_05_v3	1250737	1254190	+	3454	41	36	22	24
PF3D7_0413400	Pf3D7_04_v3	612798	614069	+	1272	2	7	1	1
PF3D7_0418700	Pf3D7_04_v3	841196	842905	+	1710	91	73	90	112
PF3D7_0210000	Pf3D7_02_v3	409983	410228	+	246	382	497	336	343
PF3D7_0825700	Pf3D7_08_v3	1101887	1102804	-	918	2	2	2	1
PF3D7_1134500	Pf3D7_11_v3	1344303	1349763	+	5461	48	35	61	75
PF3D7_1344500	Pf3D7_13_v3	1787820	1788869	-	1050	90	60	44	47
PF3D7_1142600	Pf3D7_11_v3	1708066	1708679	-	614	2074	2330	1051	1158
PF3D7_0404000	Pf3D7_04_v3	223711	224131	-	421	15	31	13	17
PF3D7_1132600	Pf3D7_11_v3	1266250	1267584	-	1335	261	285	303	340
PF3D7_1251400	Pf3D7_12_v3	2097436	2098845	-	1410	34	22	17	19
PF3D7_0310300	Pf3D7_03_v3	442720	446457	+	3738	126	109	109	131
PF3D7_1430800	Pf3D7_14_v3	1214935	1215732	+	798	4	9	11	12
PF3D7_1107300	Pf3D7_11_v3	301283	311287	-	10005	1397	1179	1286	1563
PF3D7_1122000	Pf3D7_11_v3	838380	840100	-	1721	61	40	19	37
PF3D7_1135500	Pf3D7_11_v3	1387091	1388909	-	1819	91	108	131	135
PF3D7_0519200	Pf3D7_05_v3	791719	792936	-	1218	748	996	635	712
PF3D7_1364700	Pf3D7_13_v3	2601801	2603107	+	1307	13	15	6	5
PF3D7_1010600	Pf3D7_10_v3	420185	421056	-	872	952	1340	974	1142
PF3D7_0404100	Pf3D7_04_v3	224779	231733	-	6955	2	5	9	17
PF3D7_1341200	Pf3D7_13_v3	1633860	1634530	-	671	1923	2241	925	875
PF3D7_1204300	Pf3D7_12_v3	205491	205976	-	486	4552	5643	2240	2341
PF3D7_0913200	Pf3D7_09_v3	575679	576509	+	831	1320	1370	586	647
PF3D7_1240800	Pf3D7_12_v3	1731821	1731955	-	135	0	0	0	0
PF3D7_1007400	Pf3D7_10_v3	296906	297565	+	660	94	124	60	90
PF3D7_0204000	Pf3D7_02_v3	178955	181526	+	2572	61	63	73	68
PF3D7_1480100	Pf3D7_14_v3	3290953	3291501	+	549	0	0	0	0
PF3D7_1442300	Pf3D7_14_v3	1712626	1714065	-	1440	599	421	390	547
PF3D7_1224200	Pf3D7_12_v3	981301	984475	+	3175	16	30	42	81
PF3D7_0901800	Pf3D7_09_v3	84624	85610	+	987	259	287	246	333
PF3D7_1118500	Pf3D7_11_v3	703175	704959	+	1785	290	265	542	629
PF3D7_1033700	Pf3D7_10_v3	1348433	1350280	+	1848	330	413	493	472
PF3D7_0810400	Pf3D7_08_v3	532220	534031	+	1812	20	29	33	50
PF3D7_1315100	Pf3D7_13_v3	638286	639389	+	1104	12	25	29	35
PF3D7_1229300	Pf3D7_12_v3	1204991	1207963	+	2973	40	31	49	32
PF3D7_0310100	Pf3D7_03_v3	422379	424680	+	2302	7	24	21	32
PF3D7_1146700	Pf3D7_11_v3	1839423	1842878	-	3456	0	0	0	0
PF3D7_1021400	Pf3D7_10_v3	863907	866742	+	2836	762	885	934	974
PF3D7_0208000	Pf3D7_02_v3	322338	325723	-	3386	230	165	316	378
PF3D7_0921300	Pf3D7_09_v3	871826	873450	+	1625	52	80	112	139
PF3D7_1369200	Pf3D7_13_v3	2749595	2756107	+	6513	49	30	62	78
PF3D7_0421400	Pf3D7_04_v3	979914	980048	+	135	0	0	0	0
PF3D7_0927500	Pf3D7_09_v3	1120100	1121331	-	1232	7	19	2	3
PF3D7_0627900	Pf3D7_06_v3	1119587	1120858	+	1272	270	456	153	173
PF3D7_1212700	Pf3D7_12_v3	558047	562180	-	4134	1313	820	1057	1231
PF3D7_0900300	Pf3D7_09_v3	33553	34795	-	1243	2	0	15	5
PF3D7_0809600	Pf3D7_08_v3	479980	497382	-	17403	107	59	55	78
PF3D7_0707800	Pf3D7_07_v3	362005	365779	+	3775	181	192	215	228
PF3D7_0915200	Pf3D7_09_v3	645632	646600	+	969	14	11	21	19
PF3D7_0606100	Pf3D7_06_v3	257604	259974	+	2371	302	276	480	556
PF3D7_0625500	Pf3D7_06_v3	1035358	1036371	+	1014	10	31	13	12
PF3D7_0503400	Pf3D7_05_v3	140710	141471	+	762	1767	1915	1400	1373
PF3D7_0511700	Pf3D7_05_v3	519129	520078	+	950	39	31	15	15
PF3D7_1359000	Pf3D7_13_v3	2336005	2345850	-	9846	74	29	51	66
PF3D7_1373000	Pf3D7_13_v3	2868923	2870165	+	1243	2	0	0	0
PF3D7_0324700	Pf3D7_03_v3	1024030	1025411	+	1382	0	0	1	0
PF3D7_0322800	Pf3D7_03_v3	964101	965203	+	1103	6	8	2	0
PF3D7_1236900	Pf3D7_12_v3	1534519	1535879	-	1361	72	98	65	62
PF3D7_1026400	Pf3D7_10_v3	1109794	1111605	-	1812	15	10	12	16
PF3D7_1116400	Pf3D7_11_v3	619893	621350	-	1458	60	77	109	96
PF3D7_0818000	Pf3D7_08_v3	821334	822452	+	1119	45	87	85	87
PF3D7_0915300	Pf3D7_09_v3	646951	649116	-	2166	58	46	41	42
PF3D7_1343900	Pf3D7_13_v3	1756212	1758158	+	1947	58	71	93	87
PF3D7_API06100	Pf3D7_API_v3	30917	30988	+	72	0	0	0	0
PF3D7_1303800	Pf3D7_13_v3	184845	212660	-	27816	459	262	217	284
PF3D7_0705400	Pf3D7_07_v3	264973	267438	-	2466	965	1110	1196	1215
PF3D7_1338300	Pf3D7_13_v3	1548692	1550396	+	1705	2963	3497	1524	1716
PF3D7_1352800	Pf3D7_13_v3	2110352	2113356	+	3005	125	105	112	139
PF3D7_1221200	Pf3D7_12_v3	849840	850652	+	813	85	103	124	128
PF3D7_1250500	Pf3D7_12_v3	2070094	2071073	+	980	193	273	159	197
PF3D7_0512500	Pf3D7_05_v3	539731	542593	-	2863	125	168	74	77
PF3D7_1002000	Pf3D7_10_v3	103118	104683	-	1566	0	1	48	56
PF3D7_API02900	Pf3D7_API_v3	8417	9649	+	1233	0	0	0	0
PF3D7_1100400	Pf3D7_11_v3	48112	49307	+	1196	1	1	0	2
PF3D7_0907100	Pf3D7_09_v3	338140	342408	-	4269	126	152	149	193
PF3D7_1147500	Pf3D7_11_v3	1889826	1892597	-	2772	27	22	29	28
PF3D7_1409700	Pf3D7_14_v3	377285	380182	-	2898	49	20	22	33
PF3D7_0611200	Pf3D7_06_v3	467481	468642	+	1162	186	174	160	190
PF3D7_0704200	Pf3D7_07_v3	191309	194890	-	3582	37	37	39	60
PF3D7_1362900	Pf3D7_13_v3	2526360	2531483	+	5124	18	17	16	21
PF3D7_1017900	Pf3D7_10_v3	715878	717437	+	1560	506	537	292	305
PF3D7_1004400	Pf3D7_10_v3	207000	209642	-	2643	414	306	401	530
PF3D7_0420000	Pf3D7_04_v3	894612	904724	-	10113	408	294	404	469
PF3D7_0301500	Pf3D7_03_v3	88250	89231	-	982	75	61	53	104
PF3D7_1314400	Pf3D7_13_v3	621387	621876	-	490	18	21	17	24
PF3D7_1123900	Pf3D7_11_v3	945470	946148	+	679	359	354	281	295
PF3D7_1370900	Pf3D7_13_v3	2797507	2798103	+	597	483	921	4043	5017
PF3D7_0414500	Pf3D7_04_v3	655025	657314	-	2290	8	8	4	4
PF3D7_0722600	Pf3D7_07_v3	958886	960694	-	1809	303	344	570	553
PF3D7_0624100	Pf3D7_06_v3	983946	984989	+	1044	73	80	84	69
PF3D7_1248900	Pf3D7_12_v3	2002723	2004030	-	1308	776	713	676	788
PF3D7_1005600	Pf3D7_10_v3	244145	246535	-	2391	210	224	217	271
PF3D7_1231900	Pf3D7_12_v3	1321980	1325240	+	3261	71	80	49	49
PF3D7_0919400	Pf3D7_09_v3	795539	797470	+	1932	821	889	819	867
PF3D7_0115100	Pf3D7_01_v3	587391	588394	+	1004	3	3	2	1
PF3D7_1333600	Pf3D7_13_v3	1373390	1377397	-	4008	65	34	74	87
PF3D7_0615000	Pf3D7_06_v3	622272	622712	+	441	48	86	51	46
PF3D7_0828100	Pf3D7_08_v3	1212337	1215630	-	3294	33	12	20	18
PF3D7_0720200	Pf3D7_07_v3	879454	879946	+	493	136	133	106	124
PF3D7_1005900	Pf3D7_10_v3	253704	255611	+	1908	122	199	284	295
PF3D7_1446100	Pf3D7_14_v3	1889978	1892108	-	2131	0	5	2	3
PF3D7_1034700	Pf3D7_10_v3	1378759	1379295	+	537	100	116	53	54
PF3D7_1104800	Pf3D7_11_v3	207440	209732	+	2293	291	349	220	221
PF3D7_1243000	Pf3D7_12_v3	1811790	1812698	+	909	75	77	82	90
PF3D7_0717100	Pf3D7_07_v3	742010	744901	+	2892	270	341	214	295
PF3D7_1453000	Pf3D7_14_v3	2173027	2175822	-	2796	84	65	40	50
PF3D7_1209000	Pf3D7_12_v3	421371	422201	-	831	131	218	131	164
PF3D7_1240500	Pf3D7_12_v3	1715847	1715981	-	135	0	0	0	0
PF3D7_0936100	Pf3D7_09_v3	1430607	1431146	-	540	0	0	0	0
PF3D7_0619100	Pf3D7_06_v3	797211	798518	+	1308	77	79	87	100
PF3D7_1124300	Pf3D7_11_v3	962156	963958	+	1803	384	437	604	641
PF3D7_0820100	Pf3D7_08_v3	909207	910716	-	1510	60	79	101	81
PF3D7_1439600	Pf3D7_14_v3	1612521	1613063	-	543	242	319	236	319
